"HDI Rank","Country",2000,"",2005,"",2010,"",2011,"",2012,"",2013,"",2014,"",2015,"",2016,"",2017,"","2010-2017",""
11,"Finland","10.1","","9.6","","10.3","","10.3","","10.7","","10.3","","11.4","","11.5","","11.4","","..","","11.4","a,b"
119,"Gabon","3.7","","..","","3.0","","3.8","","3.4","","3.7","","4.5","","..","","..","","..","","4.5","a,b"
172,"Gambia","9.8","","8.3","","..","","..","","6.5","","5.1","","3.2","","3.4","","..","","..","","3.4","a,b"
61,"Georgia","15.6","","3.2","","..","","3.4","","3.3","","..","","..","","..","","5.5","","5.6","","5.6","a,b"
6,"Germany","..","","..","","11.8","","12.1","","12.0","","13.0","","13.4","","13.5","","13.4","","..","","13.4","a,b"
138,"Ghana","..","","30.6","","26.7","","21.6","","15.0","","17.3","","12.7","","17.3","","20.8","","17.1","","17.1","a,b"
127,"Guatemala","..","","..","","21.8","","21.4","","20.2","","19.4","","21.2","","22.5","","20.9","","23.7","","23.7","a,b"
178,"Guinea","4.0","","..","","..","","..","","1.8","","1.9","","2.4","","2.5","","3.2","","2.4","","2.4","a,b"
175,"Guinea-Bissau","..","","..","","4.2","","4.9","","3.1","","4.3","","..","","..","","..","","..","","4.3","a,b"
122,"Guyana","7.0","","5.9","","6.6","","7.0","","6.9","","..","","8.6","","6.7","","7.4","","6.7","","6.7","a,b"
132,"Honduras","..","","..","","..","","..","","..","","9.0","","9.9","","8.4","","..","","..","","8.4","a,b"
40,"Hungary","7.7","","9.4","","11.9","","11.6","","11.3","","12.1","","13.6","","12.5","","11.6","","..","","11.6","a,b"
131,"India","2.8","","2.5","","2.5","","2.7","","2.8","","3.1","","..","","..","","..","","..","","3.1","a,b"
107,"Indonesia","..","","7.3","","9.3","","9.4","","8.9","","6.9","","8.2","","7.4","","..","","..","","7.4","a,b"
70,"Iran","3.8","","3.1","","3.6","","4.2","","3.6","","4.0","","4.3","","3.8","","4.1","","4.0","","4.0","a,b"
2,"Ireland","14.4","","22.5","","28.8","","30.3","","32.0","","31.2","","31.6","","32.4","","33.5","","..","","33.5","a,b"
19,"Israel","1.8","","1.7","","2.0","","2.0","","2.1","","2.2","","2.2","","2.3","","2.8","","..","","2.8","a,b"
29,"Italy","6.8","","7.9","","8.8","","8.7","","9.1","","9.3","","10.2","","10.8","","9.5","","..","","9.5","a,b"
101,"Jamaica","22.1","","17.2","","13.0","","12.1","","11.9","","12.8","","12.9","","12.8","","11.5","","11.5","","11.5","a,b"
19,"Japan","..","","..","","..","","..","","..","","15.2","","14.9","","..","","14.9","","..","","14.9","a,b"
102,"Jordan","..","","..","","..","","..","","..","","..","","..","","..","","2.4","","2.4","","2.4","a,b"
51,"Kazakhstan","9.5","","5.9","","..","","..","","..","","..","","..","","5.3","","6.7","","6.6","","6.6","a,b"
143,"Kenya","7.5","","7.5","","7.5","","7.2","","6.7","","7.0","","8.1","","7.9","","7.8","","7.9","","7.9","a,b"
23,"South Korea","..","","..","","..","","..","","..","","..","","..","","..","","4.6","","..","","4.6","a,b"
120,"Kyrgyzstan","4.2","","7.6","","7.9","","10.0","","9.8","","9.2","","7.5","","7.5","","7.4","","7.3","","7.3","a,b"
137,"Laos","7.3","","14.7","","22.6","","17.2","","19.5","","29.7","","..","","..","","..","","..","","29.7","a,b"
37,"Latvia","12.2","","..","","10.3","","10.1","","13.2","","13.2","","11.4","","10.5","","7.4","","..","","7.4","a,b"
92,"Lebanon","..","","2.3","","2.2","","2.4","","2.5","","2.4","","..","","..","","..","","..","","2.4","a,b"
165,"Lesotho","4.9","","8.4","","..","","..","","..","","..","","..","","..","","..","","8.0","","8.0","a,b"
175,"Liberia","..","","..","","..","","..","","11.9","","12.9","","15.7","","..","","..","","15.0","","15.0","a,b"
34,"Lithuania","..","","9.0","","13.8","","14.7","","14.4","","14.1","","12.1","","9.4","","7.2","","..","","7.2","a,b"
23,"Luxembourg","..","","..","","..","","..","","25.4","","..","","22.7","","19.5","","..","","..","","19.5","a,b"
164,"Madagascar","6.7","","9.2","","..","","10.9","","10.3","","9.3","","12.1","","13.7","","15.7","","..","","15.7","a,b"
174,"Malawi","12.8","","..","","15.0","","17.7","","..","","14.3","","17.8","","23.6","","22.6","","17.9","","17.9","a,b"
62,"Malaysia","5.2","","..","","5.4","","5.8","","6.5","","6.0","","6.2","","5.8","","6.1","","7.7","","7.7","a,b"
184,"Mali","5.8","","6.2","","5.8","","6.2","","6.0","","6.2","","5.4","","3.4","","2.7","","2.5","","2.5","a,b"
28,"Malta","..","","..","","21.8","","27.8","","27.9","","31.5","","33.0","","29.5","","..","","..","","29.5","a,b"
157,"Mauritania","..","","..","","..","","..","","2.3","","2.6","","..","","..","","2.3","","..","","2.3","a,b"
66,"Mauritius","33.2","","45.6","","53.1","","49.1","","52.9","","42.7","","66.5","","58.8","","57.1","","60.1","","60.1","a,b"
74,"Mexico","17.3","","25.9","","20.0","","19.7","","18.8","","17.3","","16.5","","16.7","","18.8","","..","","18.8","a,b"
90,"Moldova","24.3","","37.8","","56.2","","49.6","","49.2","","..","","43.1","","..","","30.1","","33.7","","33.7","a,b"
99,"Mongolia","5.2","","..","","11.0","","9.8","","9.8","","11.0","","10.4","","9.7","","11.1","","10.9","","10.9","a,b"
121,"Morocco","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","3.4","a,b,c"
181,"Mozambique","..","","11.5","","..","","..","","12.4","","12.1","","..","","..","","11.2","","10.5","","10.5","a,b"
147,"Myanmar","..","","..","","..","","..","","..","","..","","..","","..","","..","","2.1","","2.1","a,b"
130,"Namibia","6.2","","..","","5.1","","..","","..","","..","","2.7","","..","","..","","..","","2.7","a,b"
142,"Nepal","6.8","","4.1","","5.5","","5.8","","6.2","","5.7","","6.0","","6.3","","6.3","","6.9","","6.9","a,b"
8,"Netherlands","8.6","","10.2","","11.8","","12.2","","12.9","","13.8","","13.8","","13.8","","13.6","","..","","13.6","a,b"
14,"New Zealand","..","","11.4","","12.0","","12.7","","13.9","","13.4","","13.4","","13.6","","13.3","","..","","13.3","a,b"
128,"Nicaragua","10.5","","..","","22.8","","..","","..","","..","","17.7","","15.6","","20.0","","20.8","","20.8","a,b"
189,"Niger","8.9","","..","","9.1","","8.3","","4.7","","7.9","","7.1","","..","","4.6","","4.6","","4.6","a,b"
1,"Norway","8.3","","9.6","","10.3","","10.5","","11.5","","11.6","","11.6","","11.7","","11.4","","..","","11.4","a,b"
60,"Oman","0.8","","0.7","","..","","..","","..","","0.7","","..","","..","","..","","..","","0.7","a,b"
154,"Pakistan","1.1","","1.3","","1.4","","1.4","","1.3","","1.5","","1.5","","1.5","","1.6","","1.5","","1.5","a,b"
155,"Papua New Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..","","13.3","","13.3","a,b"
103,"Paraguay","7.8","","..","","9.8","","10.3","","10.6","","..","","..","","..","","10.7","","..","","10.7","a,b"
79,"Peru","4.3","","4.6","","5.2","","5.2","","5.1","","4.8","","5.5","","5.2","","6.8","","7.2","","7.2","a,b"
107,"Philippines","4.0","","4.8","","..","","..","","..","","..","","..","","..","","..","","..","","5.6","a,b,c"
35,"Poland","5.6","","5.8","","6.3","","6.2","","6.1","","6.4","","5.9","","5.2","","5.8","","..","","5.8","a,b"
38,"Portugal","7.3","","7.1","","7.7","","7.3","","7.5","","6.9","","7.9","","7.7","","..","","..","","7.7","a,b"
45,"Qatar","..","","3.3","","4.2","","..","","..","","..","","..","","..","","..","","..","","4.2","a,b"
49,"Romania","2.8","","4.6","","7.4","","6.0","","6.2","","..","","6.0","","5.5","","5.7","","..","","5.7","a,b"
52,"Russia","2.4","","2.6","","..","","..","","2.4","","2.3","","2.2","","1.9","","1.7","","..","","1.7","a,b"
160,"Rwanda","2.3","","..","","10.5","","11.2","","11.9","","10.8","","9.9","","8.2","","8.0","","7.7","","7.7","a,b"
40,"Saudi Arabia","1.0","","1.1","","..","","..","","..","","..","","..","","..","","..","","..","","1.1","a,b,c"
168,"Senegal","4.5","","5.4","","6.1","","5.7","","6.5","","6.3","","6.5","","6.3","","4.5","","4.6","","4.6","a,b"
64,"Serbia","..","","..","","6.3","","6.3","","6.4","","..","","6.4","","6.5","","6.6","","6.2","","6.2","a,b"
67,"Seychelles","..","","..","","..","","9.8","","8.9","","7.8","","3.6","","..","","5.1","","..","","5.1","a,b"
182,"Sierra Leone","6.6","","9.7","","13.9","","18.4","","17.2","","21.7","","23.0","","..","","17.2","","16.2","","16.2","a,b"
11,"Singapore","1.5","","1.5","","1.8","","1.9","","2.0","","2.1","","..","","..","","..","","..","","2.1","a,b"
39,"Slovakia","5.5","","6.2","","9.4","","10.5","","10.6","","11.8","","11.3","","10.2","","9.8","","..","","9.8","a,b"
22,"Slovenia","..","","9.6","","8.8","","10.9","","12.3","","13.5","","14.2","","14.4","","13.2","","..","","13.2","a,b"
114,"South Africa","9.3","","8.5","","11.8","","12.2","","12.5","","12.2","","12.6","","12.9","","13.1","","13.6","","13.6","a,b"
185,"South Sudan","..","","..","","..","","..","","..","","..","","..","","..","","..","","4.6","","4.6","a,b"
25,"Spain","6.4","","8.5","","10.0","","10.5","","9.6","","10.5","","10.7","","10.6","","11.6","","..","","11.6","a,b"
72,"Sri Lanka","..","","..","","2.1","","2.1","","2.3","","2.5","","2.3","","2.4","","3.4","","3.1","","3.1","a,b"
170,"Sudan","1.0","","1.3","","..","","..","","..","","..","","..","","..","","..","","..","","1.4","a,b,c"
7,"Sweden","7.7","","10.5","","12.5","","15.3","","16.2","","16.7","","16.5","","17.2","","17.6","","..","","17.6","a,b"
2,"Switzerland","14.2","","18.8","","22.2","","22.1","","23.4","","22.4","","25.4","","25.5","","25.4","","..","","25.4","a,b"
151,"Syria","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","2.2","a,b,c"
125,"Tajikistan","11.0","","..","","10.2","","9.0","","10.0","","..","","..","","10.0","","..","","..","","10.0","a,b"
163,"Tanzania","..","","12.1","","10.8","","..","","..","","..","","7.0","","..","","..","","6.8","","6.8","a,b"
79,"Thailand","5.5","","6.3","","4.4","","5.3","","5.8","","5.4","","..","","..","","..","","..","","5.4","a,b"
141,"Timor-Leste","..","","..","","6.3","","9.1","","5.0","","5.5","","6.9","","6.6","","9.6","","9.9","","9.9","a,b"
167,"Togo","..","","4.5","","5.6","","6.6","","6.8","","6.4","","6.2","","6.8","","6.3","","6.0","","6.0","a,b"
95,"Tunisia","6.4","","8.2","","9.4","","..","","8.5","","..","","..","","6.0","","..","","..","","6.0","a,b"
159,"Uganda","4.2","","..","","4.3","","4.2","","7.2","","8.1","","7.9","","7.6","","7.1","","6.9","","6.9","a,b"
74,"Ukraine","2.7","","4.6","","..","","5.7","","5.9","","5.9","","4.1","","..","","3.2","","3.8","","3.8","a,b"
13,"United Kingdom","4.7","","5.6","","6.0","","6.1","","..","","7.4","","7.9","","8.2","","8.4","","..","","8.4","a,b"
17,"United States","..","","..","","..","","..","","..","","5.6","","6.2","","..","","..","","..","","6.2","a,b"
55,"Uruguay","5.1","","5.6","","..","","7.6","","..","","..","","..","","..","","7.4","","7.1","","7.1","a,b"
113,"Venezuela","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","11.7","a,b,c"
117,"Vietnam","..","","..","","4.8","","5.4","","5.5","","5.5","","..","","..","","4.1","","..","","4.1","a,b"
179,"Yemen","2.9","","..","","..","","..","","..","","..","","..","","..","","..","","..","","2.5","a,b,c"
146,"Zambia","..","","5.1","","..","","..","","..","","..","","..","","5.2","","5.8","","6.3","","6.3","a,b"
150,"Zimbabwe","..","","..","","12.5","","..","","5.5","","5.4","","6.0","","..","","..","","6.4","","6.4","a,b"
