"Natural resource depletion (% of GNI)"
"Dimension: Environmental sustainability"
"By 2030, achieve the sustainable management and efficient use of natural resources"
"Definition: Monetary valuation of energy, mineral and forest depletion, expressed as a percentage of gross national income (GNI)."
"Source: World Bank (2020a). World Development Indicators database. Washington, DC. http://data.worldbank.org. Accessed 22 July 2020."
""
"HDI Rank","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017","","2018","","2015-2018",""
"151"," Syrian Arab Republic","23.9","","22.3","","22.8","","18.9","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"125"," Tajikistan","..","","..","","..","","0.1","","0.7","","1.0","","1.1","","0.9","","1.7","","2.1","","3.2","","3.5","","4.2","","4.2","a"
"163"," Tanzania (United Republic of)","0.0","","0.0","","0.0","","0.1","","2.7","","3.9","","3.7","","2.7","","2.1","","2.1","","2.2","","2.0","","2.1","","2.1","a"
"79"," Thailand","0.8","","0.5","","1.3","","2.3","","2.5","","2.8","","2.9","","2.7","","2.8","","2.0","","1.5","","1.6","","1.9","","1.9","a"
"141"," Timor-Leste","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","31.5","","34.2","","18.6","","18.6","a"
"167"," Togo","5.6","","12.1","","7.2","","5.8","","12.5","","18.0","","24.7","","20.1","","17.4","","15.9","","15.1","","13.9","","9.4","","9.4","a"
"104"," Tonga","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","a"
"67"," Trinidad and Tobago","18.0","","9.2","","11.3","","13.2","","11.2","","15.2","","14.6","","13.7","","10.6","","5.7","","3.7","","6.0","","9.2","","9.2","a"
"95"," Tunisia","3.4","","2.4","","2.9","","3.1","","4.7","","5.1","","5.3","","4.4","","3.5","","2.0","","1.6","","1.7","","2.2","","2.2","a"
"54"," Turkey","0.2","","0.1","","0.1","","0.1","","0.2","","0.3","","0.3","","0.2","","0.2","","0.2","","0.1","","0.2","","0.2","","0.2","a"
"111"," Turkmenistan","..","","..","","42.9","","37.5","","12.9","","16.9","","..","","..","","..","","..","","..","","..","","..","","..",""
"159"," Uganda","15.9","","19.5","","12.1","","14.3","","10.8","","12.7","","12.7","","12.7","","12.7","","13.4","","15.7","","14.5","","9.1","","9.1","a"
"74"," Ukraine","..","","0.6","","1.5","","1.3","","2.5","","2.7","","1.9","","1.9","","1.7","","0.7","","0.8","","0.6","","0.9","","0.9","a"
"31"," United Arab Emirates","..","","..","","4.7","","6.1","","5.5","","8.0","","8.4","","7.4","","6.8","","4.1","","3.4","","4.1","","5.3","","5.3","a"
"13"," United Kingdom","0.9","","0.5","","1.0","","0.8","","0.9","","1.0","","0.8","","0.7","","0.5","","0.3","","0.3","","0.4","","0.6","","0.6","a"
"17"," United States","0.8","","0.4","","0.6","","0.7","","0.3","","0.5","","0.3","","0.4","","0.3","","0.1","","0.1","","0.2","","0.4","","0.4","a"
"55"," Uruguay","0.4","","0.3","","0.0","","0.3","","1.4","","0.9","","0.7","","0.8","","1.1","","1.3","","1.3","","1.2","","1.3","","1.3","a"
"106"," Uzbekistan","..","","..","","11.4","","14.2","","11.3","","13.7","","13.2","","12.6","","8.5","","5.7","","4.8","","7.4","","12.3","","12.3","a"
"140"," Vanuatu","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","a"
"113"," Venezuela (Bolivarian Republic of)","9.5","","5.2","","6.6","","9.0","","0.9","","1.7","","1.3","","1.3","","0.8","","..","","..","","..","","..","","0.8","a,b"
"117"," Viet Nam","8.1","","4.9","","6.0","","7.8","","4.6","","5.3","","4.9","","3.9","","3.7","","2.3","","1.8","","1.9","","2.0","","2.0","a"
"179"," Yemen","12.2","","25.4","","29.8","","29.3","","14.9","","15.3","","9.3","","6.5","","5.1","","..","","..","","..","","..","","5.1","a,b"
"146"," Zambia","9.0","","4.8","","0.5","","5.0","","12.8","","13.0","","11.1","","10.5","","9.0","","9.1","","8.9","","9.1","","11.3","","11.3","a"
"150"," Zimbabwe","1.0","","1.2","","0.5","","2.3","","3.1","","4.7","","4.0","","2.8","","3.0","","2.8","","3.1","","3.0","","2.3","","2.3","a"
"36"," Andorra","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"78"," Antigua and Barbuda","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"74"," Grenada","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"4"," Hong Kong, China (SAR)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"74"," Saint Kitts and Nevis","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"19"," Liechtenstein","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"117"," Marshall Islands","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"28"," Malta","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"50"," Palau","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"115"," Palestine, State of","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development","","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","0.6","","0.4","","0.8","","1.1","","1.0","","1.4","","1.4","","1.3","","1.1","","0.6","","0.5","","0.7","","..","","1.0",""
" ","High human development","4.4","","2.0","","3.0","","4.6","","4.0","","5.1","","3.5","","3.0","","2.5","","1.4","","1.2","","1.5","","..","","1.8",""
" ","Medium human development","2.4","","1.8","","2.2","","3.6","","3.9","","4.6","","4.3","","3.8","","3.3","","2.0","","1.8","","2.1","","..","","2.5",""
" ","Low human development","10.7","","11.3","","10.4","","11.1","","8.3","","10.3","","8.6","","7.6","","6.3","","4.8","","5.1","","6.1","","..","","5.8",""
" ","Developing Countries","4.4","","2.4","","3.6","","5.2","","4.4","","5.6","","4.5","","3.9","","3.3","","2.0","","1.7","","2.1","","..","","2.4",""
"","Regions","","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","8.2","","8.2","","10.4","","13.5","","9.9","","12.9","","12.8","","11.7","","10.5","","6.2","","5.2","","6.4","","..","","8.0",""
" ","East Asia and the Pacific","4.9","","1.9","","2.4","","3.7","","3.9","","5.0","","2.8","","2.2","","1.8","","1.1","","0.9","","1.1","","..","","1.2",""
" ","Europe and Central Asia","0.0","","..","","2.2","","2.7","","3.2","","4.0","","3.5","","3.1","","2.7","","1.6","","1.5","","2.0","","..","","3.0",""
" ","Latin America and the Caribbean","2.9","","1.4","","2.6","","4.5","","3.1","","4.0","","3.8","","3.4","","3.1","","2.1","","1.9","","2.3","","..","","2.8",""
" ","South Asia","2.9","","2.1","","2.7","","3.1","","2.7","","3.2","","2.4","","2.2","","1.9","","1.1","","1.1","","1.4","","..","","1.3",""
" ","Sub-Saharan Africa","7.2","","5.6","","6.3","","8.4","","9.0","","10.7","","10.0","","8.7","","7.4","","4.9","","5.0","","6.2","","..","","6.3",""
" ","Least Developed Countries","6.1","","7.1","","5.6","","9.5","","9.7","","11.2","","9.9","","9.3","","7.8","","5.3","","5.1","","5.6","","..","","5.4",""
" ","Small Island Developing States","1.8","","1.1","","1.3","","1.9","","2.2","","2.8","","2.7","","2.5","","2.2","","1.6","","1.5","","1.7","","..","","1.6",""
" ","Organization for Economic Co-operation and Development","0.5","","0.3","","0.6","","0.7","","0.5","","0.7","","0.6","","0.6","","0.5","","0.3","","0.3","","0.4","","..","","0.5",""
" ","World","1.1","","0.6","","1.1","","1.7","","1.8","","2.5","","2.1","","1.9","","1.6","","0.9","","0.8","","1.1","","..","","1.3",""
"a: Data refer to the most recent year available during the period specified."
"b: Refers to 2014."
""
